conversation_id	turn_id	id	query	original	sparse
110	9	110_9	What is the best in my morning latte?	What is the best in my morning latte?	"{""What is the best in my morning latte?"": 0.12702583967591838, ""What is the best milk substitute in my morning latte?"": 0.11195869710402351, ""What is the best milk substitute for my morning latte?"": 0.10905800290319596, ""What milk substitute is the best in my morning latte?"": 0.09555221109827183, ""What is the best milk alternative in my morning latte?"": 0.09540402148051182, ""What milk is the best in my morning latte?"": 0.09477519334933103, ""What is the best dairy alternative in my morning latte?"": 0.09441391880999762, ""What is the best dairy substitute in my morning latte?"": 0.09232663661352507, ""What is the best milk alternative for my morning latte?"": 0.08996266465580159, ""What is the best for my morning latte?"": 0.0895228143094232}"
110	10	110_10	I didn’t expect that. Really, hemp? Say more.	I didn’t expect that. Really, hemp? Say more.	"{""I didn\u2019t expect that. Really, hemp? Say more."": 0.11573907645026707, ""I didn\u2019t expect nutrition from hemp milk. Really, hemp? Say more."": 0.10342193510353449, ""I didn\u2019t expect much more from hemp milk. Really, hemp? Say more."": 0.10256060119581531, ""I didn't expect that. Really, hemp? Say more."": 0.10248956091342148, ""I didn\u2019t expect that. Really, hemp milk? Say more."": 0.09822433664113901, ""I didn\u2019t expect nutrition from hemp? Say more."": 0.096982631564867, ""I didn\u2019t expect more. Really, hemp? Say more."": 0.09606961132587273, ""I didn\u2019t expect nutrition from hemp milk? Say more."": 0.0960165257030572, ""I didn\u2019t expect that. Really, hemp? Say more?"": 0.09515626750070973, ""I didn\u2019t expect nutrition from hemp milk. Really, hemp milk? Say more."": 0.09333945360131597}"
111	1	111_1	I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car?	I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car?	
111	2	111_2	What is the Hennessey Venom GT's speed based on?	What is the first based on?	"{""What is the Hennessey Venom GT's speed based on?"": 0.10818211644697094, ""What is the Hennessey Venom GT's world speed record based on?"": 0.10240080464084292, ""What is the Hennessey Venom GT's first Guinness World record based on?"": 0.10146594564513571, ""What is the Hennessey Venom GT's Guinness World record based on?"": 0.0996077635937003, ""What is the Hennessey Venom GT's speed record based on?"": 0.09949716448473428, ""What is the Hennessey Venom GT's first Guinness World Record based on?"": 0.09892050473240808, ""What is the Hennessey Venom GT based on?"": 0.0981545602141394, ""What is the Hennessey Venom GT's world record based on?"": 0.09747966077257425, ""What is the Hennessey Venom GT's first speed based on?"": 0.09732974411739297, ""What is the Hennessey Venom GT's world record for fastest car based on?"": 0.09696173535210116}"
111	3	111_3	How fast can the unmodified base car of the Hennessey Venom GT go?	How fast can the unmodified base car go?	"{""How fast can the unmodified base car of the Hennessey Venom GT go?"": 0.11390726041204867, ""How fast can the unmodified base car for the Hennessey Venom GT go?"": 0.10662760193531039, ""How fast can the unmodified base Hennessey Venom GT go?"": 0.10562138188518357, ""How fast can the unmodified base car of the Venom GT go?"": 0.10316086886891088, ""How fast can an unmodified base car of the Hennessey Venom GT go?"": 0.09902612325148728, ""How fast can the unmodified base car Hennessey Venom GT go?"": 0.09895779486780974, ""How fast can the unmodified base car for the Venom GT go?"": 0.09556893023865708, ""How fast can the unmodified base car of Hennessey go?"": 0.09412149171100026, ""How fast can the unmodified Hennessey Venom GT base car go?"": 0.09285913742262845, ""How fast can the unmodified base Venom GT go?"": 0.0901494094069637}"
111	4	111_4	No, I meant the Lotus. Hennessey plans to offer a limited run of 3 “World Record Edition” Venom GT Spyder’s to commemorate the record run and as a tribute to the company’s 25 th Anniversary.	No, I meant the Lotus.	"{""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyder\u2019s to commemorate the record run and as a tribute to the company\u2019s 25 th Anniversary."": 0.1053441656769623, ""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyder\u2019s to commemorate the record run and as a tribute to the company\u2019s 25th Anniversary."": 0.10297183123216798, ""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyder\u2019s to commemorate the record run and as a tribute to the company's 25 th Anniversary."": 0.10142505533121855, ""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyders to commemorate the record run and as a tribute to the company\u2019s 25 th Anniversary."": 0.09955961054464593, ""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyder\u2019s to commemorate the record run and as a tribute to the company's 25th Anniversary."": 0.0990501397542481, ""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyder\u2019s to commemorate the record run and as a tribute to the company\u2019s 25 th Anniversary.\u201c"": 0.09884032543174032, ""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyder's to commemorate the record run and as a tribute to the company\u2019s 25 th Anniversary."": 0.09856055377541952, ""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyder\u2019s to commemorate the record run and as a tribute to the company\u2019s 25 th Anniversary.?"": 0.09833466145080898, ""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyder\u2019s to commemorate the record run and as a tribute to the company\u2019s 25 th Anniversary?"": 0.09810052103902106, ""No, I meant the Lotus. Hennessey plans to offer a limited run of 3 \u201cWorld Record Edition\u201d Venom GT Spyder\u2019s to commemorate the record run and as a tribute to the company\u2019s 25 th Anniversary"": 0.09781313576376728}"
111	5	111_5	Can any car go over 300 mph with the Hennessey Venom GT?	Can any go over 300 mph?	"{""Can any car go over 300 mph with the Hennessey Venom GT?"": 0.1120401871704504, ""Can any car go over 300 mph in the Hennessey Venom GT?"": 0.1072574290302318, ""Can the Hennessey Venom GT go over 300 mph?"": 0.10233979122729236, ""Can any car go over 300 mph with the Lotus Exige Cup 430?"": 0.10165099072128994, ""Can any car go over 300 mph with the Hennessey Venom GT Spyder?"": 0.10015191034731738, ""Can any car with the Hennessey Venom GT go over 300 mph?"": 0.09833285082919278, ""Can any car go over 300 mph?"": 0.0959230583166797, ""Can any car in the world go over 300 mph with the Hennessey Venom GT?"": 0.09541391318971344, ""Can any Hennessey Venom GT go over 300 mph?"": 0.09453375874634831, ""Can any car go over 300 mph with the new Lotus Exige Cup 430?"": 0.09235611042148388}"
111	6	111_6	What is the origin of funny cars? Why do they call them funny cars?	What is the origin of funny cars? Why do they call them that?	"{""What is the origin of funny cars? Why do they call them funny cars?"": 0.11754486491603229, ""What is the origin of funny cars? Why do they call them that?"": 0.10785123120931414, ""What is the origin of funny cars and why do they call them funny cars? Why do they call them funny cars?"": 0.10360658007535849, ""What is the origin of funny cars? Why do people call them funny cars?"": 0.10082692762591208, ""What is the origin of funny cars? Why do they call them funny cars? Why do they call them funny cars?"": 0.097385697849449, ""What is the origin of funny cars? Why do they call them funny?"": 0.097163954195259, ""What is the origin of funny cars? Why are they called funny cars?"": 0.09573859236179248, ""What is the origin of funny cars? Why do drag racers call them funny cars?"": 0.09514584457945283, ""What is the origin of funny cars and why do they call them funny cars? Why do they call them that?"": 0.09243172466889528, ""What is the origin of funny cars and why do they call them funny cars? Why do they call them funny?"": 0.09230458251853439}"
111	7	111_7	How fast did the Hennessey Venom GT go?	How fast did it go?	"{""How fast did the Hennessey Venom GT go?"": 0.11979241245682064, ""How fast did the unmodified base car of the Hennessey Venom GT go?"": 0.11386258880301331, ""How fast did the unmodified Hennessey Venom GT go?"": 0.10092019116386462, ""How fast did Jack Chrisman's Comet in 1964 go?"": 0.09692300030184775, ""How fast did the Hennessey Venom GT go with the modified wheelbase bodies that followed in 1965?"": 0.09612394024939311, ""How fast did Jack Chrisman's Comet go?"": 0.09557546568867048, ""How fast did the Hennessey Venom GT go in the open road?"": 0.09548539597353803, ""How fast did Hennessey's Venom GT go?"": 0.09398144316932795, ""How fast did Jack Chrisman's Comet go in 1964?"": 0.09367904752788728, ""How fast did the Hennessey Venom GT go in the unmodified base car?"": 0.09365651466563686}"
111	8	111_8	How does the funny car's quickness compare to the Hennessey Venom GT?	No, I meant the funny car.  But, that’s interesting. I heard it has a ludicrous mode. How does its quickness compare to the Venom?	"{""How does the funny car's quickness compare to the Hennessey Venom GT?"": 0.11075266070645515, ""How does the funny car's quickness compare to the Hennessey Venom?"": 0.10413911546721553, ""How does the funny car's quickness compare to the Venom GT?"": 0.10390773801774562, ""How does the funny car's quickness compare to the Venom?"": 0.10352754576968064, ""How does the funny car's quickness compare to the Hennessey Venom GT's?"": 0.10145040425253599, ""How does its quickness compare to the Hennessey Venom GT?"": 0.09665290533009584, ""How does that funny car's quickness compare to the Hennessey Venom GT?"": 0.09616775086186069, ""How does the funny car\u2019s quickness compare to the Hennessey Venom GT?"": 0.09551266765222888, ""How does a funny car's quickness compare to the Hennessey Venom GT?"": 0.09441889618906542, ""How does the Funny Car's quickness compare to the Hennessey Venom GT?"": 0.09347031575311626}"
